"Gene_ID","Gene","P01_A02","P01_A03","P01_A04","P01_A05","P01_A06","P01_A07","P01_A08","P01_A09","P01_A10","P01_A11","P01_A12","P01_B02","P01_B03","P01_B04","P01_B05","P01_B06","P01_B07","P01_B08","P01_B09","P01_B10"
20503,"Slc16a7",2.58368867958543,2.40207802583993,2.9118591201324,2.06578061033635,3.11274075703851,3.10733081854276,2.8231271362209,2.44039954993065,3.05735749915884,2.68231726182,3.2497055806126,3.16731322231034,2.09694932710503,3.04516277448635,3.04261003097324,0.856891366609479,4.50533705092674,5.25267755798505,4.49955131066938,5.97143945062869
20501,"Slc16a1",35.7942547721218,31.64315067,30.7578163027943,33.3727088847102,35.67193038,31.6739103902813,25.839610895502,23.1089789649591,30.5494607640963,33.0578646673837,33.3686612048484,35.2961306291119,31.9693372366717,39.7847489212307,34.7472304648977,48.17620508,40.2672693224647,58.6441587193953,66.1254152625037,57.2724490003262
232156,"Slc4a5",0,0.129205403635245,0,0,0,0.0463159741466652,0.047844165,0.047922756,0,0.09618613,0,0,0.0540465655311787,0,0.194697760769295,0.106010081903117,0,0.056020136,0,0
54403,"Slc4a4",0.340468540025411,0.681241786713139,0.743141483290086,0.334088930457956,0.841138829004779,0.621608223391359,0.77971486377551,0.872877508687679,0.470906640194284,0.645458619715691,0.58945106717539,0.411658849713215,0.362680373232089,0.341630115606516,0.871015032429447,2.79471661298173,1.17551799856519,0.7518480953746,0.862448780088583,3.34887142074232
18293,"Ogdh",28.8671372289742,38.08269636,54.4747910647678,55.0220030410876,53.9916835870153,51.3003595663077,46.67874992,54.20443788,46.8210570029859,50.3067117076846,62.7922376366403,54.7310224369416,39.41546233979,42.652128951048,36.3541521381069,90.0589009985157,39.8859065159577,51.5887202685052,52.6599718200474,120.367400608364
13382,"Dld",9.83622900845739,14.1404954941417,11.3119188135748,9.68651504414546,18.5957201022146,21.5308072531711,24.8343600661119,12.6873277114365,14.8480544390091,15.7400735059783,12.8178295719541,15.1059475420902,11.4919286325336,15.6006314500327,10.4172976759288,44.4189077023015,25.5620698704917,32.8152050719459,30.2412522013668,91.44587975
27402,"Pdhx",0.67644552823711,2.0097371530708,1.21592408483386,0.34417728105892,0.649903772843759,0.686120014033727,0.496130931577383,0.638930446886243,1.38261029921765,0.712445653954449,0.910875730032169,0.715651113,0.800640189134335,0.150834079018746,0.6729875452894,2.35563345767348,1.65138361116523,1.90871583511405,1.99910655674017,0.763523696
78920,"Dlst",154.207648544028,174.922486324573,221.789463222451,217.045204454443,211.277126123071,211.481641302024,189.012842595909,207.326757384887,236.073722107978,227.188107482199,279.009192064428,241.124604570245,155.520003882702,198.071418484985,161.7192879652,268.821782937009,182.88475607095,235.417689624793,262.247848341762,353.610270098607
100417514,"Adh6b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26876,"Adh4",1104.31855291112,1594.86246600077,916.301794335794,1201.764959,1125.26532982042,1074.88493988834,941.077897233402,735.486171175498,962.681294100304,895.240627321318,1107.24260933462,1044.59649379512,892.777303842412,1179.22685381275,852.660370200616,1286.76328622415,819.343817019764,691.299424831449,690.595080046182,1065.43820209935
11522,"Adh1",2613.04313984997,2551.1203277557,1774.61911596137,2118.70590327876,2030.48717898619,1921.81522747591,1918.84964917603,1833.90941837676,2210.32649438003,1752.2597845713,2265.36240585776,1944.27896849597,1668.44902344108,2084.92897958603,1526.76555266719,1551.73070797975,1966.44190632189,1781.83423590506,1897.66749332491,1683.76007706949
11529,"Adh7",0,0,0,0,0,0,0.084313934,0,0,0,0,0,0,0,0,0,0,0,0.099089079,0
11532,"Adh5",199.6461897,221.373543130831,230.927778559199,187.368427796353,199.105530722666,234.363866489863,229.251532531624,248.289080832833,283.597573238149,259.225049794214,265.410865755395,189.10551503655,193.84067412938,209.091642380194,210.019970683895,360.222186321676,297.345670404028,268.198136211837,261.935048851401,407.266756460179
76187,"Adhfe1",34.3851949475541,35.63696622,34.3537829275428,29.843690183302,33.5738155641916,40.3680651211983,41.700005298765,39.3515200315559,44.8267718833424,40.4009581720665,41.3734251569077,37.5625031905097,33.0507886141792,44.0508749897024,45.92699628213,23.474994215068,66.2372106040224,65.5133881561036,64.9593082024182,64.8062914175518
12846,"Comt",239.523714454481,247.115871256712,262.902733449721,253.617455328425,230.209795500361,226.4234725,218.257213187816,227.980244541321,262.567362678787,252.160170057848,329.9493084,207.830118511112,150.473080679777,179.59539544982,131.307761880324,56.921142663626,145.735486778171,116.346145028822,115.320081619535,148.845099689564
72472,"Slc16a10",19.45337545,20.164808598281,25.8564890948011,42.1568134542073,36.8010338406489,20.609791524216,18.7060947429342,24.7408870205506,17.9324315549176,16.9334572818141,24.52072521552,36.0599832836887,27.3770421036116,28.8672277416473,17.3834896236748,15.4570466774884,8.36775719101243,10.6488424874024,10.020397293113,11.813801587903
11670,"Aldh3a1",0,0,0,0.118285540243222,0,0,0,0,0,0,0.096321942,0,0,0,0,0,0,0,0,0
73458,"Aldh3b3",0,0,0.040510698,0.0516009837301877,0.043305427,0.082293561,0,0.170296937893621,0.21819860220266,0.085451071,0.252117389562475,0.095372817,0.048014583,0.0452277781581507,0.1153120666461,0,0.346618539218534,0,0.099905747,0.101752661862899
621603,"Aldh3b2",0,0,0,0,0,0,0,0,0,0,0,0.064828581,0,0,0,0,0,0,0,0
56847,"Aldh1a3",0,0,0.080042851,0,0,0,0.083982124,0,0,0,0,0,0,0,0,0,0.097837775,0.098333621,0,0
67689,"Aldh3b1",0.397593293498166,1.13907209876539,1.07202259757576,1.59308512284157,0.572989333321292,0.635165449316139,0.749854478,1.40828668065002,1.53976664503239,1.69594976799728,0.926626073969364,0.525796370615336,1.16471269619141,1.49606160541312,0.762867258023727,1.03842514912292,1.52874393972642,1.09749406078752,1.87267477873437,1.90729412073493
15445,"Hpd",2801.29896610568,3340.36421062372,3321.92646664078,3008.1107589806,3550.04034885165,3413.59793952371,3573.09806228162,3761.726896083,4137.49136683909,3758.05834272626,4610.5067532497,3231.61661631287,2547.99127281364,3380.97742498789,2910.42972836922,4993.56323477705,3768.70410831448,4132.26035683513,4412.257691,4219.94781404026
268860,"Abat",255.9416686,298.8516042125,319.008749558244,368.347321801615,392.62816200673,357.330923502016,290.284143859529,318.3228366,374.691554777283,347.047253557622,467.494391936142,383.325999356195,262.003132678043,314.880422651085,226.651616270588,239.324319102777,216.43893990546,250.298222968299,278.813841860515,275.7935544
70750,"Kdsr",6.12725838610543,5.96609647092483,4.81856678980998,7.37556358386379,6.44955547957461,5.05873774237176,4.67334577572295,3.06394197824899,4.01301681861567,3.92895029586037,5.46004342063905,6.673041764,7.77480251763975,8.77017331555873,7.31896505755047,5.69519758144514,5.88981836343513,9.05361024450092,8.2384519278017,7.27198565943381
107766,"Haao",1219.31701819396,1437.775718,1206.8828295993,1185.16003263046,1232.1858588961,1386.22019045854,1351.60606302493,1405.60488608681,1565.80704870576,1385.70592544825,1894.9112159468,1303.93948662324,952.52474603089,1161.91185591526,894.55645468408,1082.85459329919,1260.13238075468,961.602048912872,948.2723524,1366.95832861541
52430,"Echdc2",335.556579707151,305.746126468531,235.393318928397,202.876081314984,227.604319558645,294.834868117821,256.093281958137,234.340714513461,280.313969962497,219.320758085437,274.913341702043,234.884321090825,237.644872401868,244.943723316098,224.719690955095,468.695175278771,295.98461770747,246.83096865929,266.452840043945,316.059999130225
23923,"Aadat",53.0322046825073,55.4973422954538,48.5038343074232,62.1035611503121,55.893748445698,63.7803638214122,61.4748312019727,55.9217929509907,49.8052562405389,39.89611049,64.6972745958669,75.401522542081,56.9901391900327,63.0674186776757,53.2396633406233,23.0602900205964,52.3000446329854,47.9178941311103,43.8461405688066,96.3866953602499
70266,"Kyat1",65.7504851023928,79.71893176506,58.5996781767038,75.6312688545581,82.9444675894558,75.654668062471,62.2984788665481,62.3266153726086,84.7255818885506,62.399188659324,81.2871579891353,72.6362570348422,55.47969915,78.1135395445894,63.505194123563,83.3802801506688,75.2519298802135,85.5211511673912,91.4107313475126,136.813552277988
13195,"Ddc",304.696295492031,294.979911047736,283.565354309026,333.663115424553,362.163523401926,327.796460545648,319.574894861888,281.962950200388,317.109726781712,244.797137067257,416.817132159358,424.127999,319.168726692887,392.851719782906,238.054967696209,463.303617906842,362.725318337978,367.486957239315,399.417432344355,577.142329586053
17161,"Maoa",6.45725333172469,6.85835119317838,6.56788566720503,5.805661724068,6.08283798675322,5.89464414424567,7.81191764076493,6.456162482,7.65461851371014,6.59853703396436,7.45852823594534,7.03145076366131,4.4290946445522,5.75233951988704,3.82768539920532,6.48270603923958,6.09023829311836,5.63419791163254,4.67770838200301,5.26193366918943
109731,"Maob",52.6344893527413,62.56741439,54.7795636467316,56.2536167052551,62.4625751475554,67.9753110097403,58.6339369690874,54.3567228286629,75.0213607319799,63.5071867477022,76.552689413817,57.3846360901648,47.2101224612496,56.79645119,57.8987780911374,20.7314964706646,72.7714268774313,71.8881918724967,72.1553972059718,69.4361922697768
50799,"Slc25a13",143.402309699808,171.06258107782,126.942752677974,147.047190724197,165.713897625753,173.456782658277,178.161458277241,139.137707814005,143.5851219599,124.905038839786,187.747182374981,169.469249153371,130.189240446824,180.573063762814,131.037952286541,296.329583349096,188.113949032175,186.406983388561,207.264647014607,310.876989399888
78830,"Slc25a12",1.96406242435351,2.60086776465141,3.10678779215069,3.77743026925678,3.17015718836147,4.30304904226742,3.33377077879508,3.71027445705811,4.411630574,4.24474450518988,5.56614259700659,3.90644448625556,2.25957160243788,2.91672955186852,2.813791905,3.85752966821832,3.45225544661605,3.20952026492441,3.3085161283343,3.1923277186353
246277,"Csad",4.79554169438687,3.36890916814228,5.64763869525246,4.35411000138037,2.22425173018502,3.32102481975329,4.36622033758982,16.0878367984965,9.12578841065015,15.9882623509787,11.0993520705541,6.64801193980565,3.52303318982325,5.80746869233186,1.48066353061526,6.04649720410023,5.63156396146642,7.6685293406154,8.24682100294148,9.519180005
14415,"Gad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14417,"Gad2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.040743477,0.155818439941273,0.0424204302990508,0,0,0,0
14718,"Got1",2.18213609336795,2.22280551424358,2.15733780009514,1.37396734068609,3.1447731282243,2.88841506933106,2.36639705744685,2.06111672130601,4.11976373315906,3.72319479408214,2.644543059,1.50059574333635,1.62714755644907,2.1895808810729,3.0703874636807,2.16571635734992,2.99653599989423,2.52984697029663,2.41833362213949,4.67977662140521
14719,"Got2",234.267801685364,264.585169643398,334.445831699564,358.399096461704,353.435377501285,315.692866447659,283.446099158841,350.143829398524,379.8222293,433.381548317747,503.310093603074,350.693021,238.233688137373,273.1788309,231.711216896548,369.703063503475,265.432410999926,369.422016092617,403.2728323087,452.200497414856
212647,"Aldh4a1",13.7399771575994,14.4765534672003,18.0451045472724,14.6772750183971,24.821336123818,24.8648493701103,32.5742050564514,21.3862321887609,22.8582700222413,26.1857610024506,26.2041007564715,21.9068513060193,15.4094069457127,17.233567249823,14.4192362644881,105.989352692483,40.340112070408,52.7773688309136,53.08077394,128.001473120553
17250,"Abcc1",0.584206562769516,0.743868344,0.282725352526222,0.257231986000696,0.21587846005614,0.246141077019443,0.296639556111034,0.382020212986051,0.348071874,0.340780304699578,0.335149459741928,0.142630647757778,0.23935370201003,0.090184569,0.344899842239264,0.751171669970696,0.543054502,0.198475173468448,0.348622570093926,0.253619576602552
20859,"Sult2a1",76.308336477977,38.8324940546262,11.1027909027356,7.80773473037475,3.338084182,15.9759233489897,24.5118790853337,9.72362123816128,4.98348493815017,3.29338480682413,5.15835474696975,4.0842006317503,25.3592314,51.9065907633401,29.1346110975488,30.3823855419805,31.5246163198284,17.3340579104834,16.8280456371171,8.86006315295611
629219,"Sult2a6",0,0.205695002587309,0,0,0,0,0,0,0,0,0,0,0,0,0.206639223429812,0,0,0,0,0
434264,"Sult2a5",2.38418186836095,0.479332283753888,0.451117221191458,0,0.241119316332303,0,0.236659378178449,0,0,0,0,0,0.401008981919195,0.881379569766485,0.321021738119927,0.131093729389753,0.275704230047629,0,0,0.141636592421014
629203,"Sult2a3",0.386803986294937,0.16417209194714,0,0,0,0,0,0,0,0,0,0,0,0.129374548130191,0.16492570632291,0,0.424931175780678,0,0,0
434121,"Sult2a4",0,0.857942451756616,0.121116173861978,0,0.129471665751329,0,0.127076852964403,0,0,0,0,0,0.287101570901764,0,0,0.281568872570189,0.296084830215421,0.446378102855213,0,0
20509,"Slc19a1",0.524229774627113,1.06800014656586,1.22500727265139,0.960226205095061,1.30951735916304,1.05282001301366,0.790951055710275,1.48546934021346,1.42113580423152,1.39136519752222,1.27063405067148,0.887381125989592,0.781802014452562,0.420814630325308,0.938789850831053,0.438134861,0.921444793349918,1.38917207761739,1.16194630899549,3.19525213352166
11761,"Aox1",1.83844764784781,1.75566712261791,1.52187628711936,1.52311344530535,2.41705894838677,2.56156529922983,2.30391786463697,2.44479363696305,2.57623944922802,2.33883329443955,2.954162821943,2.35447467307684,2.37067799164811,2.54862614257946,3.68216548384996,6.49481727276304,5.15545569279259,6.0095688193095,6.70211792165917,12.2049186187899
110877,"Slc18a1",0,0.834384371453764,0,0,0,0,0,0.077369053,0,0,0.076361067,0,0.174511314314977,0.082191269,0,0.256722493026114,0.089985841,0.090441894,0.363112250054145,0.554737427629983
214084,"Slc18a2",0,0.040872387,0,0.073495752,0,0,0,0.121277741048233,0.031078226,0,0.0299244248147847,0.033960093,0,0.032209169,0.082120014,0,0,0.035442429,0.0355741666352875,0
14275,"Folr1",0,1.51983153909103,0,0.195208917989356,0.163826440327112,0.622640728119119,0.160796173806208,0,0,0,0.317923931322259,0,0.36328279319041,0.171098785315407,0.872461807271046,0.178141008043757,0.749299446910868,0.188274232837925,0,0
14276,"Folr2",6.02986464191089,6.01774087219205,4.97998909065465,4.10450139271262,2.97492258057374,4.314332417,5.68611326934587,4.92579769700745,3.94458858712532,5.25225952140923,3.34236579027613,2.5862209115876,2.60401909,2.28935443251985,2.91845190776522,2.38358154107716,3.93872966343187,2.33922669412826,2.52853084579547,0.919740971395461
17159,"Man2b1",59.3030795569731,65.4423649556604,64.5512817478684,92.6465578328451,84.6585747281718,78.0325487073381,67.558683042053,59.2958212448365,75.6267625298711,82.9571242586048,97.16654437,86.63214891,60.4281218753846,63.5926435611167,47.27656151,69.0261582834144,54.5537031607486,58.0049110371517,60.14570651,112.914109244486
239559,"A4galt",0.10935678901569,0,0.098285485,0,0.105065946629281,0,0.103122561789068,0,0.211753994455871,0.103659037174682,0,0,0,0.219459762543695,0,0.114246232819564,0,0.120744920414074,0,0.123434180939288
333424,"A4gnt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182692458146596,0,0.052300802,0,0,0
80908,"Abo",0,0.093107069,0,0,0,0,0,0,0,0,0,0,0,0,0.093534467,0,0,0,0,0
215335,"Slc36a1",1.78300368405827,2.60663256071033,4.33266361135759,3.70438778752919,3.61642580961072,5.00352801607271,3.42498843494822,5.42660840130328,5.75422516253504,5.32070061700417,4.61716290001715,3.07404112753997,3.30623257011999,3.11433619935456,1.77388898660252,2.6906005215967,2.75676487621583,3.35404919170943,3.43970118055416,3.87597984250544
232333,"Slc6a1",0,0,0.060736251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074892569,0
243616,"Slc6a11",0,0,0.045821384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056008278,0,0,0
14412,"Slc6a13",3.71348993097299,5.00651452105579,5.30079157931731,5.00144171823779,3.98752260685516,7.77692128908591,5.87064923892469,4.12652118282692,4.01830406080093,5.48707155943609,7.33096738994893,6.93303040463542,3.4903715006239,5.91801760749979,3.77212229165092,5.47697438335821,5.51936123693436,7.47684096115959,7.141504701,31.4364287883979
14411,"Slc6a12",91.8616376573889,117.259181520802,91.0135398869402,95.7108301526094,113.379169167852,117.149791792395,123.502490316408,104.098820555597,102.262678475252,108.599687732235,115.785874908056,100.947022691964,85.5158807517793,93.786091172718,61.025825704916,166.058471599101,89.8294728532381,70.27773731,66.8531372979548,133.459662575994
110446,"Acat1",383.878401016761,361.474813277113,324.831872836564,310.821365308851,289.086498721298,355.577711947857,316.243855918717,374.983545904046,428.38789723434,367.118496959711,480.714078655842,364.380475701105,280.949471386919,361.079050396508,291.500244574905,419.095607881607,397.250714213737,368.2452782,397.88043973646,224.991970775869
231086,"Hadhb",112.078580086484,99.5016598711602,78.116852685269,83.0707026423929,77.1216869054522,88.24022615,93.9923614131634,84.3554954905605,102.67911367184,87.5946988821703,110.678267096371,98.9838937479389,84.4699419342894,111.927546609971,94.6318295440613,77.0107866625153,162.156643279815,152.119751723113,163.584244653951,165.508301818054
52538,"Acaa2",3841.10732690825,3894.39446266091,2731.231598,3179.00969985093,3263.88250022866,3110.08519690927,2969.32304108612,2709.55444944796,3207.04278565049,2711.29987496014,3855.46099693568,3471.57053698776,2682.85331907436,3753.152567,2643.42203606134,4212.83068358454,3360.27523956044,3141.55251720473,3461.58179582038,3265.06198078369
97212,"Hadha",76.2422371119341,85.2735155916982,86.3053315266958,81.5964077616152,78.4999502375933,90.6076675852914,86.3374209217286,83.19522155,96.8186005825506,92.9856158843335,125.404991668847,73.129229391627,46.7367959487798,62.7136549072495,51.2507268061639,4.237680593,54.5650936580598,73.9448006014878,81.9260169142448,54.7549398946135
224530,"Acat3",67.4057372496797,84.8213250058069,69.5303089231748,94.6262008398149,107.125058907509,76.8979573601282,72.9522124243196,57.0245601932144,59.7523144405357,61.3469752698005,69.3206957595803,90.2064927,82.8304452671238,87.4585965479698,60.2438554761506,97.332476983891,56.600866724456,70.5861465371084,65.0685347123215,73.8529518703982
110460,"Acat2",131.872433071387,155.049255218482,141.671481451329,130.132951382656,168.560393980659,181.841113442012,186.604668263388,153.768329336322,186.138432870513,187.063741025291,207.481649984284,141.473638334589,102.111840206372,120.869881888712,106.536967426357,188.36428185761,197.227985352004,207.849415666621,210.416764552939,485.628269316224
235674,"Acaa1b",1.85111306853884,2.3570163363905,2.80750386974199,2.11916530097567,3.00118630756143,2.95720044362084,3.81846621203747,4.6989646045147,2.80032758754582,3.28999804413164,5.93199957577875,3.91680060585661,2.46484733414119,3.25049988532655,6.06757966549634,11.2406662032406,8.00720905759307,12.5187843906966,13.8474912967321,17.629354972033
100705,"Acacb",0.261132194047593,0.066499757,0.704085349404542,0.777258809521719,1.00354450455033,0.405246344699226,0.39399285305532,0.073995009,0.202258261853938,0.643569103850013,0.511216861853562,0.552533906889664,0.389435482732816,0.759866984302783,0.400830102745636,1.30947675576968,0.573743881564978,0.576651642236959,0.810313044406998,0.265272736163343
11416,"Slc33a1",52.7960754737949,66.1155336111756,71.6832428792542,68.4218565541301,62.6915558350966,65.2752270393666,65.10883965,84.6788555216168,82.877521254019,75.0193217126787,94.4705716303382,88.4477721295552,58.3153295956034,72.31508425,62.3538967536796,121.71945264011,83.6779206326307,86.02627619,86.45964538,125.722738545724
68738,"Acss1",0,0.4269984404757,0.200931959362232,0.51187894608178,0,0.102043455218381,0.10541036858059,0,0,0.105958746,0.416831793792044,0.236523286458031,0.238151022022073,0,0,0.233561643572955,0.368403966057512,0.370271054488995,0.247764890771062,0.12617260745391
380660,"Acss3",5.69216496678215,8.80888333942371,7.04418562709007,6.81718251594584,9.21285993597896,7.39461591684307,6.647646932,5.37648244265061,7.71545210651226,5.52010307886086,7.510647963,6.4853091317018,4.38438865097552,7.293254578,5.82486858,0.823384655938042,4.71398129885284,3.33584863565967,4.22170380117994,7.512204526
54342,"Gnpnat1",823.0120761,795.096199842439,828.59899064979,812.99930201217,802.286221524378,749.053473189592,994.806025934625,908.071676398824,755.957050793005,694.335987195274,818.21886178846,996.700216056381,824.479311963304,1016.04670954338,808.208499860714,898.148072340975,936.005654257689,841.77369970281,836.382781119357,651.449125097142
56174,"Nagk",1.16155297359365,1.47900167789548,1.77472708566958,3.19140668224368,2.00875862296663,1.37845356329779,1.64300249717693,1.09713425474829,1.46196925397945,1.541446576252,2.38224903317557,1.59753688427755,2.2271967880751,1.63172217694822,2.22868631464675,0.970789670383588,1.914070517,1.28251407723002,2.44583414164789,1.31107854577328
109785,"Pgm3",12.4350087537913,13.306841341033,15.040158131131,13.7056206896984,13.0274176076234,11.7138522842068,14.1586565393689,15.1190452178727,11.0787360434638,11.4109303593741,13.07222651,18.4739895538151,12.048456722428,16.8578087377141,13.1141036084922,1.79662621673238,12.3527832561655,17.7467012934183,17.3728461333857,20.0830752650022
327942,"Pigl",3.34469749585939,1.94687661713507,2.49075169050267,3.28202543769144,2.38714267454434,1.74473134499342,1.80229857717261,2.0760480000661,1.94296045459004,1.72109095595873,3.74165334462431,2.02202870738275,1.42516091038095,1.82188752088399,1.58909850562605,4.29292592682368,3.14947169235334,2.84889002521209,4.65989207452085,7.65837872059632
217214,"Nags",96.4425676199394,99.561275715581,109.445576305887,108.80082217498,109.489437153386,105.369027854773,85.41881096,120.55534325594,125.404442794099,123.818880041608,140.607951224698,108.748252071692,80.4969429729186,91.5042855006153,78.624847133768,33.3510494865136,66.3186417049046,84.5147154417837,96.6670103429605,37.9623392476277
11423,"Ache",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114128809471149
20508,"Slc18a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059756864,0,0,0
104112,"Acly",0.16525962026127,0.210424544735653,0.594114808,0.441443801576414,0.529251044,1.00573892418246,0.519461588531267,0.468283395860246,0.640003881378838,1.25319357119594,0.770304105288309,0.291396291851001,0.176040995599996,0.442195829474545,0.422780952068008,1.03589119003848,0.484131272236642,1.15563907108879,1.34308209,1.11919997210384
94181,"Nans",1.9757924682544,2.17271064142428,3.06722670337292,1.64501747106186,1.2079888020425,2.13158060421006,2.625356482,2.71449706819692,2.08682366209231,2.1282374165055,3.01402328459498,1.7102502816498,1.4350167467926,2.70345446452004,1.95292800111137,4.78503324531356,3.55180242445212,2.97483593692082,3.08542305064824,4.25752909903524
235504,"Slc17a5",0.262475975235466,0.26736785431626,0.235902852969404,0.661064942345837,0.353048053763189,0.191685522118261,0.099005083,0.148751571401014,0.101649539466335,0.34832048350182,0.097875728,0.333226341371976,0.223679720083977,0.421394342076635,0.134297588884193,0,0.461357085,0.347771448218354,0.116354699937361,0.177758549666902
67311,"Nanp",16.1294791158432,10.5514347437684,11.4376270432635,13.5523846333535,11.2314845466762,12.9680550296196,15.0704265130006,8.9452930443513,10.7451126766767,10.5200191123657,10.7600404726912,13.3070347528279,16.235966063138,14.4027273164192,10.7891533653812,23.1889584456057,11.5419675020954,14.7048119114198,12.6275457583091,18.2058111029194
11433,"Acp5",113.745225153605,116.028950036913,132.580563298118,141.998264716588,136.782990288078,124.582190177904,103.722528460495,130.321806536046,144.377921997269,135.459466571271,176.395685377956,139.505529882765,92.2733349389281,113.918146561119,80.6331791398797,52.079509151551,79.0256296460427,87.4752815523396,86.3747061360354,121.369178845139
66659,"Acp6",54.9555071594353,64.0088021654391,55.883795249314,62.6898995437137,59.0826005490805,62.375010596576,52.5589737854967,53.0141037696602,61.9958374159959,54.9605020315816,71.9788272408387,61.5485187916122,47.5188685064395,53.1841000010794,44.94940966,61.2877158695716,49.2201762661455,41.7096850109167,47.0572413039305,51.0121356740051
66885,"Acadsb",0,0,0,0,0.066331366,0,0,0,0,0,0,0,0.073544429,0,0,0,0,0,0,0
11364,"Acadm",56.8663566618793,61.8833674345636,50.5149019346757,54.5031166388215,57.6527217712485,63.5314584060895,67.4982948651302,67.2968886763297,83.2254537529865,70.5132767204159,81.8308270767311,48.094805928042,47.897509430644,54.9040163587569,61.5330747980933,117.090805741134,112.95748143561,110.792094548217,119.814420479957,144.793268919103
11409,"Acads",16.6722944762045,18.7235194662807,29.2242099796858,19.6792920925466,24.3754032333251,23.3494264331388,26.1705128859993,37.9508909390011,39.0009300544226,39.6563083116689,39.0975890275346,22.3495191967022,18.75277243,15.6900960863722,18.544545692419,31.9144710672948,22.8661584026011,31.6717736736702,33.6257126942054,45.1176520785318
