Gene,P01_A02,P01_A03,P01_A04,P01_A05,P01_A06,P01_A07,P01_A08,P01_A09,P01_A10,P01_A11,P01_A12,P01_B02,P01_B03,P01_B04,P01_B05,P01_B06,P01_B07,P01_B08,P01_B09,P01_B10
Ckb,2.188313747,3.834733669,0,0,0,0.869909437,0.931284973,0.912899109,5.957149258,0,0,0,0,0,4.330582319,0,1.987156032,0.979108707,0.970931246,0
Ckm,0,0,0,1.150793937,0,0,0,0,0,0,0,0,0,2.013071064,0,1.690629448,0,0,0.970931246,0
Cltrn,0,2.556489113,0,1.150793937,0,0,0,0,0,0,0,0,0,1.006535532,0,0,1.987156032,1.958217413,1.941862491,0
Clybl,18.60066685,16.61717923,30.03079788,33.37302416,19.29694356,25.22737367,17.69441448,20.9966795,26.381661,26.2059115,30.03032295,43.04399953,29.85362299,37.24181468,18.76585672,46.49230983,37.7559646,34.26880474,31.06979986,33.34785448
Cma1,0,1.278244556,0,0,0,0,0,0,0,0,0,1.001023245,1.243900958,0,0,0,0.993578016,0,0.970931246,0
Cmas,36.10717683,34.51260302,48.80004656,41.42858171,34.73449841,49.5848379,46.56424863,88.55121356,47.65719407,59.40006606,46.87660167,41.04195304,42.29263256,48.31370554,40.41876831,59.17203069,74.51835119,64.62117464,66.99425595,47.17501366
Cmpk1,518.6303581,493.4023988,581.846709,490.238217,511.3690043,487.1492847,543.8704239,661.8518539,644.2231412,708.4331408,637.228804,413.4226001,309.7313385,305.9868017,373.8736069,4.226573621,240.4458798,284.9206337,219.4304615,95.16338962
Cmpk2,51.42537306,65.19047237,48.80004656,41.42858171,39.5587343,44.36538128,42.83910874,36.51596435,38.29595952,27.07944188,31.49521675,54.05525522,29.85362299,60.39213192,44.74935063,33.81258897,25.83302841,25.45682638,30.09886861,16.26724609
Cndp2,221.0196885,222.4145528,189.5694116,231.3095812,237.3524058,225.3065442,212.3329737,143.3251601,165.9491579,165.0972424,203.6202385,184.188277,164.1949264,179.1633247,193.4326769,153.8472798,160.9596386,156.6573931,186.4187992,348.9324286
Cnp,74.4026674,61.3557387,55.3692836,73.65081194,76.22292706,73.94230214,70.77765791,53.86104742,62.12455655,62.89418759,80.56915913,84.08595256,78.36576034,63.41173852,89.49870126,58.32671597,48.68532277,26.43593508,49.51749353,36.6013037
Coasy,18.60066685,12.78244556,33.78464762,14.96032117,19.29694356,26.09728311,26.07597923,27.38697326,26.381661,28.82650265,26.36808844,24.02455788,37.31702873,24.15685277,20.20938416,57.48140124,35.76880857,29.3732612,30.09886861,39.04139061
Col4a3bp,48.14290244,51.12978225,64.75390794,72.500018,61.75021939,55.67420396,65.18994808,55.68684564,83.40008962,65.51477874,76.90692462,78.0798131,63.43894885,53.3463832,64.95873479,101.4377669,71.53761714,76.37047913,96.12219332,46.36165135
Comt,2987.048265,2827.476959,3128.833755,2905.75469,2634.997643,2459.233978,2456.729757,2511.385448,2630.506908,2648.544122,2954.690799,2241.291045,2002.680542,2053.332485,1688.927104,524.9404437,1502.28996,1175.909557,1151.524457,1222.483544
Comtd1,213.3605903,182.7889716,218.6617471,184.1270298,219.0203094,190.5101667,170.42515,246.4827594,234.881885,215.7620046,201.4228978,199.2036257,220.1704695,186.2090734,193.4326769,192.7317571,190.766979,267.2966769,262.1514363,250.5155898
Coq2,62.36694179,53.68627137,85.40008148,69.04763619,69.46899681,56.5441134,46.56424863,62.0771394,57.86944994,48.91770146,81.30160603,48.04911575,70.90235459,52.33984767,76.5069543,54.94545707,68.55688309,72.4540443,67.96518719,108.1771865
Coq3,74.4026674,104.8160536,103.2308677,95.51589673,76.22292706,90.47058144,98.71620709,113.1994895,120.8450278,101.3295244,98.14788476,108.1105104,97.02427471,84.54898469,124.1433598,41.42042148,136.1201882,100.8481968,105.8315058,91.0965781
Coq5,1071.179579,894.7711894,860.5700519,1044.920894,1041.070105,967.3392938,933.1475425,761.3578568,804.2151499,791.4185272,851.835746,1085.109197,1044.876805,1069.947271,936.8493083,1352.503559,904.1559944,885.1142709,967.0475206,1480.319394
Coq6,5.470784368,6.391222782,8.446161905,5.753969683,12.54301331,10.43891324,12.10670464,9.128991088,9.361234549,8.735303832,10.25425662,5.005116224,12.43900958,7.045748724,10.10469208,11.83440614,9.935780158,7.832869654,10.6802437,15.45388378
Coq7,335.9061602,310.6134272,396.0311471,254.32546,269.1923626,326.2160388,339.919015,318.601789,319.9840173,273.4150099,262.9484375,299.3059502,414.2190189,358.3266494,418.6229575,394.7619762,492.8146958,470.9512879,453.4248917,370.8932108
Cox4i1,382.9549057,389.8645897,521.7851132,408.5318475,364.7122333,449.7431789,459.1234914,670.0679459,576.9924567,591.3800694,527.3617688,436.4461347,442.828741,411.6730326,528.3310429,640.7485609,600.1211215,524.8022668,588.3843348,482.3238465
Cox4i2,1.094156874,3.834733669,0,1.150793937,1.929694356,0,0,0,1.702042645,0,0.732446901,1.001023245,0,0,2.887054879,0.845314724,2.980734047,1.958217413,0,0
Cox5a,3912.70498,3852.629093,3751.034348,4498.453498,4175.858586,3588.376427,3090.003539,3373.162207,3281.53822,3291.462484,3728.887174,4358.455208,4232.994959,4821.305198,3520.763425,2731.211874,2676.699175,2691.569835,2904.055356,1716.194462
Cox5b,954.1047937,838.528429,858.693127,675.5160407,666.7094,862.9501614,880.995584,968.5859545,923.358135,835.0950463,791.7751002,670.685574,840.8770475,814.2872454,958.5022199,879.1273131,1094.922973,839.0961617,934.0358583,644.1829451
Cox6a1,109.4156874,100.98132,122.0001164,64.44446045,114.8168142,98.29976637,81.95307758,164.3218396,148.9287315,142.3854525,117.1915042,99.10130124,93.29257183,118.7711928,96.71633846,117.4987467,127.177986,130.221458,113.5989557,162.6724609
Cox6b1,1012.095108,963.7963955,1086.739498,733.0557376,683.111802,944.7216485,1122.198392,1238.804091,1098.668527,1046.489399,888.4580911,663.6784113,937.9013222,830.3918139,1211.119522,639.0579315,1307.548669,1082.89423,1065.111576,1163.108095
Cox6c,2523.12575,2010.678687,1131.785695,2731.984805,2227.832134,1770.265704,1654.893396,826.1736935,796.555958,874.4039136,1235.637922,2594.652251,2730.362602,3321.567256,1917.00444,1516.494615,1292.644999,808.7437918,796.1636214,723.0790887
Cox7a1,5.470784368,3.834733669,5.630774603,4.603175746,1.929694356,4.349547184,10.2441347,8.216091979,4.255106613,1.747060766,4.394681407,4.004092979,7.463405747,9.058819788,1.44352744,1.690629448,3.974312063,0,1.941862491,0.813362304
Cox7a2,2.188313747,7.669467338,0.938462434,1.150793937,0.964847178,0.869909437,0,0,5.957149258,0,0,2.00204649,7.463405747,5.03267766,8.661164638,2.535944172,7.948624126,6.853760947,5.825587474,1.626724609
Cox7a2l,30.63639246,35.79084758,41.29234709,37.97619991,22.19148509,50.45474734,52.15195846,52.0352492,59.57149258,48.04417108,42.48192027,42.04297628,58.46334502,38.24835022,28.87054879,85.37678714,61.60183698,50.91365275,50.48842477,83.77631736
Cox7b,3210.256267,3193.054902,2403.402293,2340.714867,2295.371436,2925.505436,3135.636502,2402.750454,2221.165652,1907.790357,2067.697602,2236.285929,3240.361995,3477.580263,3136.785126,1016.068298,3036.374416,2150.12272,2156.438297,1550.268552
Cox7c,4430.241181,3924.210788,3388.787849,3829.842221,3517.832811,3468.328925,3610.591838,3184.192092,2485.833283,2551.582249,2481.530101,3557.636612,4949.481911,4813.252914,4392.653999,2127.657161,3153.616622,2638.697965,2509.85727,621.4088006
Cox8a,25.16560809,10.22595645,22.52309841,10.35714543,17.3672492,19.13800761,21.41955437,31.95146881,31.48778894,18.34413805,31.49521675,19.01944165,8.707306704,15.09803298,18.76585672,25.35944172,24.8394504,24.47771767,20.38955616,17.08060839
Cox8c,0,6.391222782,0,0,0.964847178,0,0.931284973,0,0,0,0,0,2.487801916,0,0,0.845314724,0.993578016,0,0,0
Cp,15991.10271,20629.58889,16337.69251,19304.56829,17676.96515,16812.73969,15633.48083,12954.03835,15177.96529,13878.65073,16315.25472,18956.37719,18151.00278,20372.27917,18887.11302,26076.26861,17231.62353,18870.3621,19713.78801,16953.72387
Cpa1,3.282470621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.690629448,0,0.979108707,0,0
Cpa2,0,1.278244556,0,0,0,0.869909437,0,0,0,0,0,1.001023245,0,4.026142128,0,1.690629448,0.993578016,0.979108707,0,0
Cpa5,0,0,0.938462434,0,0,0,0,0,0,1.747060766,0,0,0,0,0,0.845314724,0,0,0,0
Cpox,4403.981416,4464.908235,4748.619915,5565.239477,5536.293107,4564.414815,4032.463931,4297.929004,4293.402573,4516.152081,5298.520883,5478.600219,4884.799061,5198.756023,4339.243484,6070.205034,3937.549677,5526.089541,6174.151791,6897.312342
Cps1,1621.540487,1944.20997,3175.756876,3444.326252,3741.677356,3036.853844,3397.32758,2568.898092,2745.394787,3211.097689,3016.216339,3478.555776,2852.264896,2523.384579,2471.318977,175.8254626,1907.66979,2466.374832,2577.822457,1648.685391
Cpt1a,15.31819623,11.50420101,15.01539894,11.50793937,21.22663791,19.13800761,19.55698442,29.21277148,13.61634116,26.2059115,32.96011055,19.01944165,18.65851437,12.07842638,21.6529116,32.96727424,13.91009222,18.60306543,22.33141865,26.84095605
Cpt1b,4.376627494,10.22595645,6.569237037,1.150793937,5.789083068,4.349547184,3.72513989,6.390293762,9.361234549,1.747060766,2.929787605,4.004092979,6.219504789,4.026142128,11.54821952,2.535944172,25.83302841,24.47771767,33.9825936,44.73492674
Cpt1c,0,0,0,0,0.964847178,0,0.931284973,1.825798218,0.851021323,0.873530383,0,0,0,1.006535532,0,0.845314724,1.987156032,0,2.912793737,0.813362304
Cpt2,589.7505548,485.7329314,604.3698074,475.2778958,504.6150741,478.4501903,525.2447245,607.0779074,564.2271369,596.6212517,545.6729414,487.4983202,455.2677505,527.4246188,519.6698783,704.1471652,596.1468095,811.6811179,796.1636214,928.0463894
Crat,1.094156874,0,0,0,0,0,0,1.825798218,0.851021323,0,2.197340703,0,0,0,0,1.690629448,1.987156032,2.93732612,3.883724982,1.626724609
Crls1,117.0747855,123.989722,102.2924053,205.9921146,173.672492,98.29976637,79.15922266,56.59974475,57.01842862,80.36479525,80.56915913,172.1759981,215.1948657,163.0587562,140.0221616,8.453147242,69.55046111,69.51671818,55.343081,50.42846288
Crot,3662.143056,3653.222942,2592.033242,3382.183379,2885.857909,2801.108387,2588.972224,2109.70984,2587.955842,2848.58258,2786.960459,2453.507973,1835.997814,1845.986166,1880.916254,22.82349755,1267.805548,1365.856646,1198.129157,1316.833571
Cs,2025.284373,2043.913046,1939.801851,2125.516401,2116.874708,2072.994188,1687.48837,1797.498345,2036.494025,2132.287665,2337.970508,2132.179511,1695.437005,2240.548094,1983.406702,1262.900198,2271.319344,2605.408269,2770.066844,3220.101363
Csad,31.73054933,20.4519129,35.66157249,26.46826054,13.50786049,19.13800761,26.07597923,94.02860821,48.50821539,89.10009908,52.73617688,38.0388833,24.87801916,35.22874362,10.10469208,29.58601535,30.80091849,41.12256568,43.69190605,41.48147753
Csgalnact1,0,5.112978225,0.938462434,1.150793937,1.929694356,1.739818874,6.518994808,0,0,1.747060766,2.197340703,3.003069734,4.975603831,1.006535532,0,2.535944172,6.955046111,5.87465224,3.883724982,2.440086913
Csgalnact2,48.14290244,49.8515377,53.49235873,51.78572714,55.96113632,40.0158341,40.97653879,32.86436792,29.78574629,26.2059115,43.21436717,59.06037144,46.02433544,61.39866745,46.19287807,4.226573621,28.81376246,38.18523956,28.15700612,65.88234666
Ctbp1,15.31819623,11.50420101,12.20001164,10.35714543,15.43755485,12.17873212,7.45027978,7.303192871,17.87144777,8.735303832,15.38138492,13.01330218,6.219504789,16.10456851,10.10469208,27.05007117,19.87156032,22.51950025,12.62210619,62.62889744
Ctdspl2,382.9549057,373.2474105,256.2002445,346.3889749,314.54018,326.2160388,280.3167767,220.9215843,286.7941857,271.6679492,303.965464,312.3192524,298.5362299,368.3920047,317.5760367,288.2523209,268.2660643,230.0905461,245.6456051,217.9810976
Cth,1012.095108,985.5265529,1108.324134,996.587549,1146.238447,1238.751038,1381.095614,988.6697349,1154.835935,1156.554227,1011.509171,1070.093849,1038.6573,1228.979885,1231.328906,3036.370489,1903.695478,2121.728568,2190.42089,1233.057254
Ctps,18.60066685,28.12138024,29.09233545,31.07143629,32.80480405,20.00791705,35.38882896,48.38365277,52.763322,32.32062418,49.07394238,51.05218549,41.04873161,43.28102788,59.18462503,61.70797486,101.3449576,107.7019577,105.8315058,110.6172734
Ctps2,3.282470621,2.556489113,6.569237037,8.055557556,8.683624602,6.959275495,13.03798962,6.390293762,17.87144777,4.367651916,9.521809715,6.006139469,6.219504789,8.052284256,2.887054879,0,4.967890079,8.811978361,6.796518719,9.760347653
Ctsa,143.3345504,149.5546131,135.1385905,135.7936845,146.656771,167.0226119,181.6005696,194.4475102,150.6307741,199.1649274,160.4058714,156.1596262,115.6827891,128.8365481,119.8127775,301.7773565,144.0688123,180.156002,161.1745868,245.6354159
Cyb5d1,506.5946325,494.6806433,472.9850667,489.087423,485.3181305,446.2635411,391.1396885,482.9236286,436.5739385,389.5945509,484.1474017,573.5863193,497.5603831,591.8428928,474.9205277,551.1452002,438.167905,533.6142452,476.7272416,352.1858778
Cyb5r1,32.82470621,47.29504858,30.96926032,35.67461203,28.94541534,29.57692085,34.45754398,45.64495544,44.25310878,41.05592801,35.15745126,28.02865085,33.58532586,37.24181468,23.09643903,24.514127,29.80734047,32.31058732,26.21514363,30.90776757
Cyb5r2,0,1.278244556,0,1.150793937,0,0,0,0.912899109,2.553063968,0.873530383,0,3.003069734,0,3.019606596,1.44352744,0,0,0,0.970931246,0
Cyb5r3,1311.894091,1216.888818,1405.816726,1660.59565,1664.361382,1648.478383,1732.190049,1465.20307,1556.517999,1965.443362,2006.904509,1413.444822,1154.340089,1190.731534,1251.53829,2221.487095,1803.344099,1895.554456,1854.478679,3748.786861
Cybrd1,1.094156874,0,0,0,0,0,0,0,0,0,0,0,0,1.006535532,1.44352744,1.690629448,0,0,0,1.626724609
Cyc1,1175.124482,1173.428503,1803.724798,1323.413027,1384.5557,1250.92977,1319.630806,1785.630657,1806.718268,1793.357877,1697.811917,1375.405938,1298.6326,1269.241306,1316.497025,1042.273055,1233.030318,1376.626842,1348.6235,550.6462801
Cyp11a1,0,0,0.938462434,0,0,0,0,0,0,0,0,0,1.243900958,0,0,0,1.987156032,2.93732612,0.970931246,0
Cyp11b1,0,1.278244556,0,1.150793937,0,0,0,0,0,2.62059115,0,0,0,0,0,0,0.993578016,0,0,0
Cyp17a1,6.564941241,8.947711894,7.507699471,2.301587873,2.894541534,6.959275495,6.518994808,12.78058752,3.40408529,0,2.197340703,3.003069734,2.487801916,4.026142128,2.887054879,2.535944172,3.974312063,4.895543534,4.854656228,2.440086913
Cyp1a1,0,2.556489113,2.815387302,1.150793937,3.859388712,0.869909437,2.793854918,2.738697326,2.553063968,3.494121533,0,1.001023245,2.487801916,2.013071064,1.44352744,0,3.974312063,5.87465224,0.970931246,4.880173827
Cyp1a2,294.328199,328.508851,449.5235058,443.0556656,425.4976055,407.1176165,443.2916469,528.568584,624.6496508,521.4976388,634.2990164,527.53925,380.6336931,439.8560275,521.1134057,1028.748019,573.2945151,657.9610509,648.5820721,1046.797286
Cyp1b1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44352744,0,3.974312063,0.979108707,0.970931246,0
Cyp21a1,10.94156874,14.06069012,15.95386138,10.35714543,7.718777424,22.61764536,5.587709835,15.51928485,19.57349042,3.494121533,21.24096013,14.01432543,17.41461341,16.10456851,5.774109759,14.37035031,6.955046111,13.70752189,8.738381211,17.8939707
Cyp27a1,1277.975228,1334.487317,1134.601083,1382.103518,1431.833212,1357.058722,1471.430257,1348.351984,1200.791086,1280.595542,1204.875152,1368.398776,1440.437309,1420.221636,1483.946208,241.7600111,1223.094537,1283.611515,1314.640907,1303.006412
Cyp2a4,59.08447117,75.41642882,109.8001048,75.95239981,101.3089537,84.38121538,198.3636991,258.3504478,197.4369468,148.5001651,125.980867,105.1074407,148.024214,182.1829313,304.5842898,244.2959553,396.4376283,744.1226171,677.7100094,858.9105935
Cyp2a5,971.6113037,1186.210948,1362.647454,1170.357433,1385.520548,1406.643559,2537.75155,3158.630917,2157.339053,1510.334033,1856.020448,1780.820353,2114.631628,3143.410467,4703.012398,3820.822553,6937.161706,10573.39492,11095.80227,10837.23934
Cyp2b10,943.163225,866.6498092,368.8157365,668.6112771,1114.398491,775.0893083,713.3642889,380.6789284,2184.571735,1688.534231,2365.071044,2590.648158,3507.800701,6299.905895,7325.901756,322.9102246,10349.10861,12624.62766,12427.91994,8684.269325
Cyp2c29,7132.808659,4651.531941,3022.7875,10908.37572,8899.750369,4713.169329,4287.636013,2216.519036,2632.208951,2949.038574,3377.312661,9880.099426,12293.47317,13242.98799,11624.72647,179.2067215,5010.613934,5222.565842,4433.272068,3347.799245
Cyp2c38,42.67211807,34.51260302,18.76924868,16.11111511,24.12117945,20.87782649,28.86983415,20.9966795,23.82859703,22.71178996,21.97340703,16.01637192,22.39021724,13.08496192,34.64465855,17.75160921,30.80091849,38.18523956,33.01166235,27.65431835
Cyp2c39,1484.770877,1461.033528,994.7701799,803.2541677,778.6316726,782.0485838,1101.710122,1139.298088,998.2480114,735.5125826,692.8947685,644.6589697,655.5358047,890.7839458,1056.662086,1014.377669,1354.246836,1540.137996,1490.379462,1306.259861
Cyp2c55,381.8607489,200.6843953,101.3539429,133.4920966,212.2663791,164.4128836,153.6620205,72.1190296,377.0024459,366.0092306,407.240477,551.5638079,1724.046727,3718.142255,4466.273898,308.5398743,5166.605682,6416.099355,6227.553009,13848.3066
Cyp2c65,1.094156874,7.669467338,1.876924868,0,0,0,1.862569945,0,0,0.873530383,0.732446901,1.001023245,6.219504789,12.07842638,12.99174696,26.20475645,37.7559646,25.45682638,31.06979986,71.57588279
Cyp2c66,6.564941241,7.669467338,0.938462434,2.301587873,2.894541534,5.219456621,7.45027978,1.825798218,29.78574629,12.22942536,42.48192027,76.07776661,529.901808,857.5682733,1062.436196,723.5894039,1217.133069,1344.316254,1410.7631,870.2976658
Cyp2d22,339.1886308,322.1176282,487.0620032,409.6826414,420.6733696,454.9626355,425.5972324,522.1782902,531.0373053,537.2211857,498.0638928,434.4440883,415.4629199,402.6142128,425.8405947,455.6246363,448.1036851,597.2563111,560.2273287,757.2403054
Cyp2e1,48816.90307,41334.59422,39826.46877,40673.66089,41288.70529,39222.47669,40634.75721,47579.38865,46270.88033,43652.06031,43245.12994,41355.27331,35260.86045,35628.33823,31773.48247,17936.73313,29556.95881,23791.36247,25054.88079,25586.75137
Cyp2f2,1469.452681,1921.201568,2521.64856,2010.437007,1822.596319,2033.848263,1863.50123,2356.1926,2336.904552,2568.179327,2326.251358,2409.46295,1893.217258,1803.711673,1953.092626,1191.048446,1350.272523,1640.986192,1736.995998,1198.896037
Cyp2j6,24.07145122,35.79084758,52.5538963,40.27778778,38.59388712,43.49547184,38.18268387,65.72873584,57.01842862,46.29711031,54.20107069,39.03990655,42.29263256,32.20913702,47.63640551,60.01734542,51.66605682,45.03900051,51.45935602,34.16121679
Cyp2s1,1.094156874,0,0,0,0,0,0,0,0,0,0,1.001023245,0,2.013071064,0,0,0,0,0,0
Cyp2u1,15.31819623,21.73015746,54.43082117,48.33334533,48.2423589,49.5848379,37.2513989,74.85772692,59.57149258,89.97362947,73.97713702,44.04502277,43.53653352,17.11110404,21.6529116,39.72979204,22.85229436,9.791087067,17.47676242,5.693536131
Cyp39a1,2.188313747,1.278244556,0.938462434,0,6.753930246,1.739818874,5.587709835,0.912899109,4.255106613,3.494121533,1.464893802,3.003069734,2.487801916,5.03267766,2.887054879,2.535944172,2.980734047,4.895543534,0.970931246,3.253449218
Cyp3a11,2808.700694,3205.837347,3730.388175,2821.746732,3170.487827,3402.215808,4367.726521,3977.501417,4610.833526,4491.69323,3072.61475,3671.753262,6407.333833,6753.85342,10718.19124,13685.64538,12240.88115,14121.68488,12606.57129,3421.815215
Cyp3a13,100.6624324,112.485521,106.9847175,127.738127,116.7465085,119.1775929,138.7614609,136.9348663,156.5879234,126.6619056,134.7702298,121.1238126,135.5852044,162.0522207,210.7550062,362.6400167,334.8357913,405.3510046,379.634117,383.0936454
Cyp3a16,0,1.278244556,0,0,0,0.869909437,0.931284973,0.912899109,0,0,0.732446901,0,2.487801916,5.03267766,0,0,0,1.958217413,0,0
Cyp3a25,17891.6532,20625.75416,13204.16644,15595.55943,16519.14853,15914.12324,17805.23739,11880.469,14532.89113,13110.81752,14043.20444,16150.50903,18550.29498,23911.2581,22218.77435,21304.46699,26761.03028,28148.39621,28913.36156,35914.82592
Cyp3a41a,3925.834862,3960.001636,3268.664657,3360.318295,3819.829978,4160.776837,4927.42879,3374.988005,4774.22962,4580.793329,4748.45326,4857.965807,4520.336081,8209.303799,8343.588601,1294.176843,14340.3115,14443.81164,15144.58557,20831.83534
Cyp3a41b,22425.83928,29702.56876,28075.98063,29651.35657,34590.73618,28493.0137,37167.58325,26339.87799,32158.39374,32771.36586,29046.64676,33750.49972,54056.20392,72539.00272,83477.74831,63166.98808,98395.02448,116175.1645,108909.3578,44599.09524
Cyp3a44,8.753254988,8.947711894,1.876924868,0,7.718777424,3.479637748,2.793854918,0,0.851021323,0,0.732446901,1.001023245,2.487801916,15.09803298,5.774109759,7.607832517,9.935780158,9.791087067,10.6802437,1.626724609
Cyp3a57,0,0,0,0,0,0,0,0,0,0,0.732446901,0,0,1.006535532,0,0,0.993578016,0,0,0
Cyp3a59,15.31819623,26.84313568,14.07693651,9.206351492,12.54301331,18.26809817,25.14469426,20.9966795,21.27553307,13.97648613,16.84627873,30.03069734,13.68291054,28.1829949,38.97524087,7.607832517,52.65963484,54.83008758,64.08146221,61.00217283
Cyp46a1,0,1.278244556,0,0,0,0,0.931284973,0,0,0,0,0,1.243900958,0,0,0,0,0,0,0
Cyp4a10,83.15592239,113.7637655,31.90772275,10.35714543,24.12117945,28.70701142,16.76312951,17.34508307,39.14698084,20.9647292,18.31117253,9.009209203,113.1949872,205.3332485,365.2124422,633.1407284,1399.951424,2402.732766,2509.85727,1743.035418
Cyp4a30b,0,1.278244556,0,0,0,0,0.931284973,0,0.851021323,0,0,0,1.243900958,0,1.44352744,0,0,0,0,0
Cyp4a31,2.188313747,1.278244556,0,1.150793937,0.964847178,0.869909437,0.931284973,0,0,0,0,0,1.243900958,4.026142128,2.887054879,0,11.92293619,18.60306543,2.912793737,8.133623044
Cyp4a32,82.06176552,70.3034506,30.96926032,48.33334533,56.9259835,79.16175876,52.15195846,16.43218396,55.31638597,34.94121533,38.81968576,19.01944165,33.58532586,58.37906086,95.27281102,8.453147242,75.5119292,132.1796754,160.2036555,188.7000546
Cyp4b1,53.6136868,49.8515377,32.84618519,51.78572714,54.03144197,44.36538128,56.80838332,20.9966795,28.08370365,27.95297226,43.94681407,44.04502277,38.56092969,32.20913702,40.41876831,4.226573621,28.81376246,7.832869654,14.56396868,26.02759374
Cyp4f13,62.36694179,79.25116249,79.76930688,78.25398768,56.9259835,59.15384171,57.7396683,97.68020464,116.5899212,89.10009908,80.56915913,74.07572012,89.56086896,54.35291873,59.18462503,49.87356873,56.6339469,44.0598918,60.19773723,43.92156444
Cyp4f14,463.9225144,460.1680403,426.061945,444.2064595,550.9277386,490.6289224,512.2067349,471.0559402,498.6984951,451.6152081,520.7697467,458.4686461,395.5605046,326.1175124,337.7854209,728.6612922,377.559646,269.2548944,207.7792866,303.3841396
Cyp4f15,1011.000951,1167.03728,1159.939568,1165.754258,1281.317052,1085.646977,1153.862081,1120.127207,1286.74424,1274.480829,1319.869316,1003.025291,888.1452838,1040.75774,1221.224214,149.6207062,884.2844341,1115.204817,1106.86162,1819.491475
Cyp4f18,0,1.278244556,0,1.150793937,0,1.739818874,0,0,0.851021323,0,0,0,0,1.006535532,0,0,0.993578016,0,1.941862491,0.813362304
Cyp4f39,16.4123531,8.947711894,4.692312169,9.206351492,16.40240203,12.17873212,4.656424863,7.303192871,4.255106613,9.608834215,3.662234506,6.006139469,11.19510862,10.06535532,14.4352744,18.59692393,14.90367024,12.72841319,15.53489993,26.84095605
Cyp4f40,1.094156874,2.556489113,0,0,0,0,0.931284973,0,0,0.873530383,0,0,1.243900958,4.026142128,0,1.690629448,2.980734047,1.958217413,0,0
Cyp4v3,4630.471889,5069.51791,5183.128022,7190.160515,6649.72675,5508.266554,5232.890261,3960.156334,3551.311979,3830.43073,4781.413371,7263.424664,6025.456239,5933.526961,3890.30645,3371.960435,2336.895493,2107.041937,2269.066321,2014.698428
Cyp4x1,0,1.278244556,0,1.150793937,0,0,0,0,0,0,0,0,0,0,1.44352744,0,0,0,0,0
Cyp51,113.7923148,141.8851458,203.6463482,154.2063875,180.4264223,173.1119779,168.56258,285.7374211,247.6472049,345.9180317,243.9048181,167.1708819,212.7070638,166.0783628,220.8596983,396.4526056,418.2963447,546.3426584,559.2563975,451.416079
Cyp7a1,80.96760864,69.02520604,39.41542222,94.3651028,258.5790437,234.875548,264.4849322,120.5026824,140.4185182,145.879574,180.9143846,209.2138582,186.5851437,141.92151,116.9257226,3088.780002,962.7770973,380.8732869,236.9072239,520.5518748
Cyp7b1,108.3215305,52.40802681,130.4462783,51.78572714,74.2932327,86.12103425,109.8916268,106.8091957,108.9307293,116.179541,65.1877742,76.07776661,90.80476992,41.26795681,57.74109759,10.98909141,29.80734047,14.6866306,12.62210619,28.46768066
Cyp8b1,852.3482045,841.0849181,1120.524146,1099.008209,1464.638016,1345.749899,1034.657604,1603.050835,1219.513555,1697.269535,1543.998068,966.9884545,945.3647279,1178.653108,1208.232467,2393.931299,1562.898219,1965.071174,2006.914885,2438.460189
Dagla,6.564941241,6.391222782,13.13847407,11.50793937,13.50786049,9.569003806,10.2441347,14.60638574,12.76531984,10.4823646,13.18404422,9.009209203,16.17071245,10.06535532,2.887054879,5.917203069,7.948624126,3.916434827,1.941862491,11.38707226
Daglb,15.31819623,26.84313568,25.33848571,33.37302416,26.0508738,28.70701142,26.07597923,24.64827594,37.4449382,19.21766843,40.28457956,26.02660437,19.90241532,9.058819788,30.31407623,21.97818283,22.85229436,15.66573931,10.6802437,24.40086913
Dbh,0,0,1.876924868,0,0,0,0,0,0.851021323,0,0,0,0,0,1.44352744,0,0,0,0,0
Dbi,9.847411862,1.278244556,0.938462434,1.150793937,0.964847178,0,0.931284973,1.825798218,2.553063968,1.747060766,0.732446901,3.003069734,2.487801916,4.026142128,5.774109759,0,5.961468095,5.87465224,7.767449965,2.440086913
Dbt,866.5722439,851.3108745,830.539254,1164.603464,1059.402201,953.4207428,824.1872007,706.5839102,667.2007169,622.8271632,752.2229675,960.982315,797.3405139,881.7251261,690.0061162,21.97818283,450.0908412,425.9122874,427.2097481,318.8380233
Dck,4.376627494,6.391222782,3.753849736,3.45238181,4.82423589,3.479637748,1.862569945,0,5.106127936,6.988243065,5.859575209,0,3.731702873,3.019606596,5.774109759,1.690629448,0.993578016,0.979108707,4.854656228,3.253449218
Dctd,0,0,0.938462434,0,1.929694356,2.609728311,2.793854918,0.912899109,0.851021323,2.62059115,1.464893802,1.001023245,3.731702873,3.019606596,4.330582319,4.226573621,5.961468095,6.853760947,6.796518719,1.626724609
Dctpp1,2.188313747,2.556489113,1.876924868,3.45238181,3.859388712,5.219456621,8.381564753,9.128991088,7.659191904,0.873530383,4.394681407,4.004092979,4.975603831,6.039213192,4.330582319,8.453147242,10.92935817,12.72841319,8.738381211,8.946985349
Dcxr,15.31819623,11.50420101,11.26154921,12.6587333,18.33209638,17.39818874,27.0072642,19.17088129,14.46736248,16.59707728,19.77606633,8.008185959,17.41461341,10.06535532,4.330582319,1.690629448,6.955046111,8.811978361,5.825587474,13.82715918
